Date,Vegetable,Price
07/08/2023,Tomato,140
07/08/2023,Potato,30
07/08/2023,Capsicum,50
07/08/2023,Green Chilli,91
07/08/2023,French Beans,67
07/08/2023,Coriander Leaves,9
07/09/2022,Potato,37
07/09/2022,Capsicum,33
07/09/2022,Banana,11
07/09/2022,Lemon,50
07/09/2022,Ivy Gourd,23
07/09/2022,French Beans,49
07/09/2022,Amla,50
07/09/2022,Coriander Leaves,9
07/09/2022,Mango Raw,98
07/09/2022,Green Chilli,39
07/09/2022,Bitter Gourd,41
07/09/2022,Onion,27
07/09/2022,Spinach,10
07/09/2022,Snake Gourd,29
07/09/2022,Ladies Finger,22
07/09/2022,Tomato,33
07/10/2022,French Beans,67
07/10/2022,Potato,30
07/10/2022,Ladies Finger,22
07/10/2022,Ivy Gourd,24
07/10/2022,Amla,50
07/10/2022,Spinach,14
07/10/2022,Lemon,60
07/10/2022,Onion,21
07/10/2022,Capsicum,41
07/10/2022,Tomato,36
07/10/2022,Coriander Leaves,12
07/10/2022,Bitter Gourd,30
07/10/2022,Mango Raw,82
07/10/2022,Green Chilli,38
07/10/2022,Snake Gourd,31
07/10/2022,Banana,12
07/11/2022,Green Chilli,35
07/11/2022,Ivy Gourd,24
07/11/2022,Banana,12
07/11/2022,Onion,36
07/11/2022,Ladies Finger,24
07/11/2022,Snake Gourd,30
07/11/2022,Amla,60
07/11/2022,Spinach,11
07/11/2022,Tomato,28
07/11/2022,Coriander Leaves,10
07/11/2022,Lemon,57
07/11/2022,Bitter Gourd,30
07/11/2022,Potato,40
07/11/2022,Capsicum,39
07/11/2022,Mango Raw,101
07/11/2022,French Beans,58
07/12/2022,Bitter Gourd,26
07/12/2022,Potato,34
07/12/2022,Ladies Finger,27
07/12/2022,Banana,10
07/12/2022,Tomato,15
07/12/2022,Lemon,64
07/12/2022,Spinach,15
07/12/2022,French Beans,22
07/12/2022,Capsicum,40
07/12/2022,Mango Raw,94
07/12/2022,Green Chilli,38
07/12/2022,Amla,50
07/12/2022,Ivy Gourd,27
07/12/2022,Snake Gourd,27
07/12/2022,Coriander Leaves,11
07/12/2022,Onion,25
08/01/2022,Bitter Gourd,55
08/01/2022,Ivy Gourd,29
08/01/2022,Capsicum,39
08/01/2022,Tomato,52
08/01/2022,Potato,20
08/01/2022,Ladies Finger,56
08/01/2022,Lemon,43
08/01/2022,Mango Raw,72
08/01/2022,French Beans,33
08/01/2022,Coriander Leaves,10
08/01/2022,Spinach,12
08/01/2022,Banana,6
08/01/2022,Snake Gourd,34
08/01/2022,Onion,32
08/01/2022,Green Chilli,82
08/01/2022,Amla,70
08/01/2023,Mango Raw,81
08/01/2023,Green Chilli,33
08/01/2023,French Beans,30
08/01/2023,Capsicum,41
08/01/2023,Spinach,15
08/01/2023,Amla,60
08/01/2023,Banana,9
08/01/2023,Tomato,18
08/01/2023,Onion,26
08/01/2023,Snake Gourd,32
08/01/2023,Lemon,57
08/01/2023,Coriander Leaves,6
08/01/2023,Ivy Gourd,22
08/01/2023,Ladies Finger,32
08/01/2023,Potato,32
08/01/2023,Bitter Gourd,28
08/02/2022,Banana,4
08/02/2022,Tomato,15
08/02/2022,Potato,23
08/02/2022,Lemon,36
08/02/2022,Capsicum,40
08/02/2022,Coriander Leaves,10
08/02/2022,French Beans,33
08/02/2022,Green Chilli,58
08/02/2022,Amla,50
08/02/2022,Mango Raw,70
08/02/2022,Spinach,13
08/02/2022,Bitter Gourd,34
08/02/2022,Ivy Gourd,33
08/02/2022,Onion,33
08/02/2022,Snake Gourd,32
08/02/2022,Ladies Finger,60
08/02/2023,Onion,24
08/02/2023,French Beans,36
08/02/2023,Capsicum,41
08/02/2023,Amla,60
08/02/2023,Mango Raw,92
08/02/2023,Lemon,57
08/02/2023,Green Chilli,32
08/02/2023,Banana,12
08/02/2023,Coriander Leaves,8
08/02/2023,Bitter Gourd,31
08/02/2023,Tomato,23
08/02/2023,Snake Gourd,32
08/02/2023,Ladies Finger,48
08/02/2023,Ivy Gourd,22
08/02/2023,Spinach,17
08/02/2023,Potato,33
08/03/2022,Ladies Finger,26
08/03/2022,Capsicum,31
08/03/2022,French Beans,26
08/03/2022,Coriander Leaves,11
08/03/2022,Bitter Gourd,24
08/03/2022,Onion,34
08/03/2022,Banana,4
08/03/2022,Spinach,15
08/03/2022,Amla,50
08/03/2022,Ivy Gourd,33
08/03/2022,Green Chilli,43
08/03/2022,Potato,24
08/03/2022,Tomato,19
08/03/2022,Mango Raw,75
08/03/2022,Lemon,35
08/03/2022,Snake Gourd,19
08/03/2023,Bitter Gourd,28
08/03/2023,Amla,60
08/03/2023,Potato,28
08/03/2023,Ivy Gourd,22
08/03/2023,French Beans,42
08/03/2023,Mango Raw,104
08/03/2023,Ladies Finger,41
08/03/2023,Snake Gourd,24
08/03/2023,Coriander Leaves,7
08/03/2023,Spinach,11
08/03/2023,Tomato,31
08/03/2023,Lemon,56
08/03/2023,Green Chilli,46
08/03/2023,Capsicum,50
08/03/2023,Onion,17
08/03/2023,Banana,8
08/04/2022,Banana,10
08/04/2022,Tomato,15
08/04/2022,Mango Raw,51
08/04/2022,French Beans,28
08/04/2022,Onion,22
08/04/2022,Snake Gourd,17
08/04/2022,Ladies Finger,23
08/04/2022,Potato,23
08/04/2022,Coriander Leaves,7
08/04/2022,Green Chilli,39
08/04/2022,Bitter Gourd,24
08/04/2022,Capsicum,33
08/04/2022,Ivy Gourd,27
08/04/2022,Amla,50
08/04/2022,Spinach,12
08/04/2022,Lemon,36
08/04/2023,Lemon,60
08/04/2023,Snake Gourd,24
08/04/2023,French Beans,42
08/04/2023,Ivy Gourd,25
08/04/2023,Banana,11
08/04/2023,Potato,25
08/04/2023,Coriander Leaves,8
08/04/2023,Green Chilli,48
08/04/2023,Spinach,13
08/04/2023,Capsicum,40
08/04/2023,Tomato,16
08/04/2023,Bitter Gourd,34
08/04/2023,Onion,18
08/04/2023,Amla,70
08/04/2023,Ladies Finger,37
08/04/2023,Mango Raw,37
08/05/2022,Coriander Leaves,7
08/05/2022,Potato,25
08/05/2022,Banana,7
08/05/2022,French Beans,37
08/05/2022,Snake Gourd,16
08/05/2022,Spinach,12
08/05/2022,Tomato,46
08/05/2022,Amla,60
08/05/2022,Onion,20
08/05/2022,Mango Raw,27
08/05/2022,Ladies Finger,20
08/05/2022,Lemon,120
08/05/2022,Capsicum,30
08/05/2022,Green Chilli,39
08/05/2022,Bitter Gourd,24
08/05/2022,Ivy Gourd,25
08/05/2023,Potato,27
08/05/2023,Green Chilli,42
08/05/2023,Tomato,14
08/05/2023,Mango Raw,35
08/05/2023,Amla,60
08/05/2023,Banana,8
08/05/2023,Capsicum,48
08/05/2023,Snake Gourd,28
08/05/2023,Lemon,54
08/05/2023,Bitter Gourd,26
08/05/2023,Coriander Leaves,7
08/05/2023,Onion,19
08/05/2023,Spinach,12
08/05/2023,Ivy Gourd,28
08/05/2023,Ladies Finger,38
08/05/2023,French Beans,43
08/06/2022,Mango Raw,21
08/06/2022,French Beans,62
08/06/2022,Potato,24
08/06/2022,Green Chilli,36
08/06/2022,Ivy Gourd,27
08/06/2022,Capsicum,30
08/06/2022,Bitter Gourd,39
08/06/2022,Snake Gourd,24
08/06/2022,Ladies Finger,35
08/06/2022,Lemon,65
08/06/2022,Banana,6
08/06/2022,Spinach,15
08/06/2022,Amla,60
08/06/2022,Coriander Leaves,11
08/06/2022,Onion,19
08/06/2022,Tomato,51
08/06/2023,Bitter Gourd,26
08/06/2023,French Beans,76
08/06/2023,Amla,70
08/06/2023,Potato,23
08/06/2023,Ivy Gourd,26
08/06/2023,Capsicum,46
08/06/2023,Ladies Finger,44
08/06/2023,Tomato,26
08/06/2023,Banana,9
08/06/2023,Snake Gourd,29
08/06/2023,Spinach,16
08/06/2023,Lemon,54
08/06/2023,Mango Raw,29
08/06/2023,Onion,22
08/06/2023,Coriander Leaves,10
08/06/2023,Green Chilli,39
08/07/2022,Ivy Gourd,28
08/07/2022,Lemon,63
08/07/2022,Capsicum,35
08/07/2022,Mango Raw,38
08/07/2022,Bitter Gourd,36
08/07/2022,Snake Gourd,25
08/07/2022,Banana,6
08/07/2022,Amla,50
08/07/2022,Onion,20
08/07/2022,Potato,23
08/07/2022,Green Chilli,27
08/07/2022,Ladies Finger,32
08/07/2022,Spinach,13
08/07/2022,Tomato,21
08/07/2022,French Beans,54
08/07/2022,Coriander Leaves,12
08/07/2023,Spinach,12
08/07/2023,Snake Gourd,34
08/07/2023,Capsicum,49
08/07/2023,Onion,23
08/07/2023,Green Chilli,50
08/07/2023,Bitter Gourd,36
08/07/2023,Mango Raw,28
08/07/2023,Potato,28
08/07/2023,Lemon,55
08/07/2023,Amla,80
08/07/2023,Banana,12
08/07/2023,Ladies Finger,45
08/07/2023,Coriander Leaves,8
08/07/2023,Ivy Gourd,23
08/07/2023,French Beans,66
08/07/2023,Tomato,103
08/08/2022,Capsicum,32
08/08/2022,Amla,60
08/08/2022,Potato,32
08/08/2022,Spinach,10
08/08/2022,Mango Raw,69
08/08/2022,French Beans,67
08/08/2022,Banana,12
08/08/2022,Lemon,53
08/08/2022,Coriander Leaves,11
08/08/2022,Green Chilli,38
08/08/2022,Bitter Gourd,36
08/08/2022,Onion,24
08/08/2022,Tomato,16
08/08/2022,Ladies Finger,34
08/08/2022,Snake Gourd,28
08/08/2022,Ivy Gourd,28
08/08/2023,Green Chilli,91
08/08/2023,Ladies Finger,39
08/08/2023,Coriander Leaves,9
08/08/2023,French Beans,67
08/08/2023,Capsicum,50
08/08/2023,Spinach,12
08/08/2023,Lemon,45
08/08/2023,Snake Gourd,34
08/08/2023,Mango Raw,36
08/08/2023,Amla,80
08/08/2023,Tomato,140
08/08/2023,Onion,25
08/08/2023,Banana,9
08/08/2023,Bitter Gourd,36
08/08/2023,Ivy Gourd,27
08/08/2023,Potato,30
08/09/2022,Banana,11
08/09/2022,Ivy Gourd,23
08/09/2022,Mango Raw,98
08/09/2022,Potato,37
08/09/2022,Bitter Gourd,41
08/09/2022,Amla,50
08/09/2022,French Beans,49
08/09/2022,Ladies Finger,22
08/09/2022,Coriander Leaves,9
08/09/2022,Spinach,10
08/09/2022,Tomato,33
08/09/2022,Capsicum,33
08/09/2022,Onion,27
08/09/2022,Snake Gourd,29
08/09/2022,Green Chilli,39
08/09/2022,Lemon,50
08/10/2022,Coriander Leaves,11
08/10/2022,Mango Raw,102
08/10/2022,Snake Gourd,36
08/10/2022,Spinach,11
08/10/2022,Capsicum,43
08/10/2022,Green Chilli,37
08/10/2022,Onion,23
08/10/2022,Potato,35
08/10/2022,Tomato,32
08/10/2022,Banana,9
08/10/2022,Bitter Gourd,34
08/10/2022,Ivy Gourd,23
08/10/2022,Ladies Finger,21
08/10/2022,Amla,50
08/10/2022,Lemon,61
08/10/2022,French Beans,59
08/11/2022,Bitter Gourd,30
08/11/2022,Ladies Finger,24
08/11/2022,Potato,40
08/11/2022,Capsicum,39
08/11/2022,Ivy Gourd,24
08/11/2022,Snake Gourd,30
08/11/2022,Onion,36
08/11/2022,Lemon,57
08/11/2022,Green Chilli,35
08/11/2022,French Beans,58
08/11/2022,Amla,60
08/11/2022,Tomato,28
08/11/2022,Banana,12
08/11/2022,Mango Raw,101
08/11/2022,Coriander Leaves,10
08/11/2022,Spinach,11
08/12/2022,Capsicum,40
08/12/2022,Ivy Gourd,27
08/12/2022,Banana,10
08/12/2022,Snake Gourd,27
08/12/2022,Tomato,15
08/12/2022,Potato,34
08/12/2022,Coriander Leaves,11
08/12/2022,Green Chilli,38
08/12/2022,Ladies Finger,27
08/12/2022,Bitter Gourd,26
08/12/2022,French Beans,22
08/12/2022,Spinach,15
08/12/2022,Amla,50
08/12/2022,Onion,25
08/12/2022,Lemon,64
08/12/2022,Mango Raw,94
09/01/2022,Capsicum,39
09/01/2022,Spinach,12
09/01/2022,Onion,32
09/01/2022,Green Chilli,82
09/01/2022,Banana,6
09/01/2022,French Beans,33
09/01/2022,Snake Gourd,34
09/01/2022,Potato,20
09/01/2022,Lemon,43
09/01/2022,Tomato,52
09/01/2022,Amla,70
09/01/2022,Bitter Gourd,55
09/01/2022,Ladies Finger,56
09/01/2022,Mango Raw,72
09/01/2022,Coriander Leaves,10
09/01/2022,Ivy Gourd,29
09/01/2023,Mango Raw,81
09/01/2023,Onion,24
09/01/2023,Spinach,15
09/01/2023,Ivy Gourd,22
09/01/2023,Lemon,57
09/01/2023,Green Chilli,33
09/01/2023,Snake Gourd,32
09/01/2023,Potato,32
09/01/2023,Ladies Finger,32
09/01/2023,Coriander Leaves,6
09/01/2023,Bitter Gourd,28
09/01/2023,Tomato,18
09/01/2023,Capsicum,41
09/01/2023,Amla,60
09/01/2023,French Beans,30
09/01/2023,Banana,9
09/02/2022,Bitter Gourd,34
09/02/2022,Onion,33
09/02/2022,Capsicum,40
09/02/2022,Green Chilli,58
09/02/2022,Banana,4
09/02/2022,Ladies Finger,60
09/02/2022,Coriander Leaves,10
09/02/2022,Spinach,13
09/02/2022,Snake Gourd,32
09/02/2022,Mango Raw,70
09/02/2022,Potato,23
09/02/2022,Ivy Gourd,33
09/02/2022,Tomato,15
09/02/2022,French Beans,33
09/02/2022,Amla,50
09/02/2022,Lemon,36
09/02/2023,Coriander Leaves,7
09/02/2023,Bitter Gourd,29
09/02/2023,Capsicum,46
09/02/2023,Lemon,56
09/02/2023,Green Chilli,37
09/02/2023,Snake Gourd,30
09/02/2023,Onion,24
09/02/2023,Banana,11
09/02/2023,French Beans,37
09/02/2023,Amla,50
09/02/2023,Spinach,17
09/02/2023,Ladies Finger,48
09/02/2023,Mango Raw,84
09/02/2023,Tomato,23
09/02/2023,Ivy Gourd,24
09/02/2023,Potato,36
09/03/2022,Coriander Leaves,12
09/03/2022,Tomato,21
09/03/2022,Bitter Gourd,26
09/03/2022,French Beans,29
09/03/2022,Mango Raw,76
09/03/2022,Banana,6
09/03/2022,Green Chilli,42
09/03/2022,Amla,60
09/03/2022,Ivy Gourd,30
09/03/2022,Snake Gourd,16
09/03/2022,Lemon,35
09/03/2022,Potato,21
09/03/2022,Capsicum,35
09/03/2022,Onion,38
09/03/2022,Spinach,14
09/03/2022,Ladies Finger,26
09/03/2023,Capsicum,50
09/03/2023,Potato,28
09/03/2023,Green Chilli,46
09/03/2023,Tomato,31
09/03/2023,Coriander Leaves,7
09/03/2023,Lemon,56
09/03/2023,Ivy Gourd,22
09/03/2023,Bitter Gourd,28
09/03/2023,Snake Gourd,24
09/03/2023,Spinach,11
09/03/2023,Amla,60
09/03/2023,Ladies Finger,41
09/03/2023,Mango Raw,104
09/03/2023,Onion,17
09/03/2023,French Beans,42
09/03/2023,Banana,8
09/04/2022,Potato,23
09/04/2022,Amla,50
09/04/2022,French Beans,28
09/04/2022,Tomato,15
09/04/2022,Ladies Finger,23
09/04/2022,Green Chilli,39
09/04/2022,Onion,22
09/04/2022,Mango Raw,51
09/04/2022,Lemon,36
09/04/2022,Ivy Gourd,27
09/04/2022,Coriander Leaves,7
09/04/2022,Capsicum,33
09/04/2022,Banana,10
09/04/2022,Spinach,12
09/04/2022,Snake Gourd,17
09/04/2022,Bitter Gourd,24
09/04/2023,Spinach,13
09/04/2023,Bitter Gourd,34
09/04/2023,Ivy Gourd,25
09/04/2023,Snake Gourd,24
09/04/2023,Ladies Finger,37
09/04/2023,Lemon,60
09/04/2023,Mango Raw,37
09/04/2023,Tomato,16
09/04/2023,Capsicum,40
09/04/2023,Onion,18
09/04/2023,Green Chilli,48
09/04/2023,Amla,70
09/04/2023,Coriander Leaves,8
09/04/2023,French Beans,42
09/04/2023,Potato,25
09/04/2023,Banana,11
09/05/2022,Bitter Gourd,24
09/05/2022,French Beans,37
09/05/2022,Ivy Gourd,25
09/05/2022,Ladies Finger,20
09/05/2022,Lemon,120
09/05/2022,Mango Raw,27
09/05/2022,Green Chilli,39
09/05/2022,Coriander Leaves,7
09/05/2022,Snake Gourd,16
09/05/2022,Amla,60
09/05/2022,Banana,7
09/05/2022,Spinach,12
09/05/2022,Onion,20
09/05/2022,Potato,25
09/05/2022,Tomato,46
09/05/2022,Capsicum,30
09/05/2023,French Beans,43
09/05/2023,Snake Gourd,28
09/05/2023,Ladies Finger,38
09/05/2023,Lemon,54
09/05/2023,Capsicum,48
09/05/2023,Onion,18
09/05/2023,Bitter Gourd,26
09/05/2023,Green Chilli,42
09/05/2023,Mango Raw,35
09/05/2023,Ivy Gourd,28
09/05/2023,Tomato,14
09/05/2023,Amla,60
09/05/2023,Potato,27
09/05/2023,Spinach,12
09/05/2023,Coriander Leaves,7
09/05/2023,Banana,8
09/06/2022,Snake Gourd,24
09/06/2022,Potato,24
09/06/2022,Lemon,65
09/06/2022,Ladies Finger,35
09/06/2022,Mango Raw,21
09/06/2022,Amla,60
09/06/2022,Bitter Gourd,39
09/06/2022,Banana,6
09/06/2022,Green Chilli,36
09/06/2022,Tomato,51
09/06/2022,Coriander Leaves,11
09/06/2022,Onion,19
09/06/2022,Ivy Gourd,27
09/06/2022,French Beans,62
09/06/2022,Capsicum,30
09/06/2022,Spinach,15
09/06/2023,Coriander Leaves,10
09/06/2023,Lemon,54
09/06/2023,Capsicum,46
09/06/2023,Green Chilli,39
09/06/2023,French Beans,76
09/06/2023,Tomato,26
09/06/2023,Ivy Gourd,26
09/06/2023,Amla,70
09/06/2023,Snake Gourd,29
09/06/2023,Onion,22
09/06/2023,Mango Raw,29
09/06/2023,Spinach,16
09/06/2023,Potato,23
09/06/2023,Bitter Gourd,26
09/06/2023,Banana,9
09/06/2023,Ladies Finger,44
09/07/2022,Capsicum,33
09/07/2022,Tomato,16
09/07/2022,Banana,7
09/07/2022,Onion,23
09/07/2022,Snake Gourd,25
09/07/2022,French Beans,57
09/07/2022,Lemon,60
09/07/2022,Potato,23
09/07/2022,Spinach,10
09/07/2022,Ladies Finger,31
09/07/2022,Bitter Gourd,37
09/07/2022,Green Chilli,32
09/07/2022,Amla,50
09/07/2022,Coriander Leaves,9
09/07/2022,Mango Raw,38
09/07/2022,Ivy Gourd,25
09/07/2023,Mango Raw,28
09/07/2023,Potato,28
09/07/2023,Onion,23
09/07/2023,Green Chilli,50
09/07/2023,Capsicum,49
09/07/2023,Ivy Gourd,23
09/07/2023,Spinach,12
09/07/2023,Amla,80
09/07/2023,Lemon,55
09/07/2023,Coriander Leaves,8
09/07/2023,Ladies Finger,45
09/07/2023,Bitter Gourd,36
09/07/2023,Snake Gourd,34
09/07/2023,Banana,12
09/07/2023,French Beans,66
09/07/2023,Tomato,103
09/08/2022,Lemon,53
09/08/2022,Bitter Gourd,36
09/08/2022,Capsicum,32
09/08/2022,Ladies Finger,34
09/08/2022,Spinach,10
09/08/2022,French Beans,67
09/08/2022,Onion,24
09/08/2022,Banana,12
09/08/2022,Green Chilli,38
09/08/2022,Potato,32
09/08/2022,Coriander Leaves,11
09/08/2022,Snake Gourd,28
09/08/2022,Amla,60
09/08/2022,Ivy Gourd,28
09/08/2022,Mango Raw,69
09/08/2022,Tomato,16
09/08/2023,Lemon,48
09/08/2023,Coriander Leaves,8
09/08/2023,Green Chilli,89
09/08/2023,Banana,10
09/08/2023,Mango Raw,30
09/08/2023,Ivy Gourd,23
09/08/2023,Ladies Finger,39
09/08/2023,French Beans,62
09/08/2023,Onion,25
09/08/2023,Tomato,70
09/08/2023,Capsicum,43
09/08/2023,Potato,29
09/08/2023,Spinach,12
09/08/2023,Amla,70
09/08/2023,Snake Gourd,34
09/08/2023,Bitter Gourd,29
09/09/2022,Coriander Leaves,9
09/09/2022,Potato,37
09/09/2022,French Beans,49
09/09/2022,Lemon,50
09/09/2022,Green Chilli,39
09/09/2022,Ladies Finger,22
09/09/2022,Onion,27
09/09/2022,Banana,11
09/09/2022,Capsicum,33
09/09/2022,Mango Raw,98
09/09/2022,Snake Gourd,29
09/09/2022,Bitter Gourd,41
09/09/2022,Amla,50
09/09/2022,Ivy Gourd,23
09/09/2022,Tomato,33
09/09/2022,Spinach,10
09/10/2022,Onion,23
09/10/2022,Spinach,11
09/10/2022,Ladies Finger,21
09/10/2022,Bitter Gourd,34
09/10/2022,Amla,50
09/10/2022,French Beans,59
09/10/2022,Ivy Gourd,23
09/10/2022,Green Chilli,37
09/10/2022,Coriander Leaves,11
09/10/2022,Banana,9
09/10/2022,Lemon,61
09/10/2022,Potato,35
09/10/2022,Snake Gourd,36
09/10/2022,Mango Raw,102
09/10/2022,Tomato,32
09/10/2022,Capsicum,43
09/11/2022,French Beans,58
09/11/2022,Spinach,12
09/11/2022,Banana,12
09/11/2022,Bitter Gourd,32
09/11/2022,Potato,37
09/11/2022,Ivy Gourd,24
09/11/2022,Onion,42
09/11/2022,Lemon,62
09/11/2022,Tomato,20
09/11/2022,Mango Raw,89
09/11/2022,Ladies Finger,21
09/11/2022,Green Chilli,36
09/11/2022,Coriander Leaves,8
09/11/2022,Amla,50
09/11/2022,Snake Gourd,35
09/11/2022,Capsicum,44
09/12/2022,Onion,25
09/12/2022,French Beans,22
09/12/2022,Coriander Leaves,11
09/12/2022,Ivy Gourd,27
09/12/2022,Spinach,15
09/12/2022,Snake Gourd,27
09/12/2022,Tomato,15
09/12/2022,Ladies Finger,27
09/12/2022,Capsicum,40
09/12/2022,Banana,10
09/12/2022,Green Chilli,38
09/12/2022,Mango Raw,94
09/12/2022,Potato,34
09/12/2022,Lemon,64
09/12/2022,Amla,50
09/12/2022,Bitter Gourd,26
10/01/2022,Bitter Gourd,55
10/01/2022,Onion,32
10/01/2022,Banana,6
10/01/2022,Green Chilli,82
10/01/2022,Spinach,12
10/01/2022,Amla,70
10/01/2022,Snake Gourd,34
10/01/2022,Ladies Finger,56
10/01/2022,Mango Raw,72
10/01/2022,Ivy Gourd,29
10/01/2022,Coriander Leaves,10
10/01/2022,Capsicum,39
10/01/2022,French Beans,33
10/01/2022,Potato,20
10/01/2022,Tomato,52
10/01/2022,Lemon,43
10/01/2023,Spinach,15
10/01/2023,Coriander Leaves,6
10/01/2023,French Beans,30
10/01/2023,Bitter Gourd,28
10/01/2023,Lemon,57
10/01/2023,Tomato,18
10/01/2023,Amla,60
10/01/2023,Green Chilli,33
10/01/2023,Ladies Finger,32
10/01/2023,Mango Raw,81
10/01/2023,Onion,24
10/01/2023,Potato,32
10/01/2023,Banana,9
10/01/2023,Ivy Gourd,22
10/01/2023,Capsicum,41
10/01/2023,Snake Gourd,32
10/02/2022,Snake Gourd,32
10/02/2022,Potato,23
10/02/2022,Amla,50
10/02/2022,Tomato,15
10/02/2022,French Beans,33
10/02/2022,Capsicum,40
10/02/2022,Bitter Gourd,34
10/02/2022,Banana,4
10/02/2022,Coriander Leaves,10
10/02/2022,Green Chilli,58
10/02/2022,Onion,33
10/02/2022,Ladies Finger,60
10/02/2022,Ivy Gourd,33
10/02/2022,Lemon,36
10/02/2022,Mango Raw,70
10/02/2022,Spinach,13
10/02/2023,Ladies Finger,48
10/02/2023,Amla,50
10/02/2023,Potato,36
10/02/2023,Mango Raw,84
10/02/2023,Tomato,23
10/02/2023,Snake Gourd,30
10/02/2023,Bitter Gourd,29
10/02/2023,Green Chilli,37
10/02/2023,Onion,25
10/02/2023,French Beans,37
10/02/2023,Ivy Gourd,24
10/02/2023,Banana,11
10/02/2023,Capsicum,46
10/02/2023,Lemon,56
10/02/2023,Spinach,17
10/02/2023,Coriander Leaves,7
10/03/2022,Bitter Gourd,26
10/03/2022,Coriander Leaves,12
10/03/2022,Amla,60
10/03/2022,Snake Gourd,16
10/03/2022,Potato,21
10/03/2022,Lemon,35
10/03/2022,Ivy Gourd,30
10/03/2022,Tomato,21
10/03/2022,French Beans,29
10/03/2022,Spinach,14
10/03/2022,Mango Raw,76
10/03/2022,Banana,6
10/03/2022,Onion,38
10/03/2022,Ladies Finger,26
10/03/2022,Capsicum,35
10/03/2022,Green Chilli,42
10/03/2023,Ladies Finger,41
10/03/2023,Mango Raw,104
10/03/2023,Potato,28
10/03/2023,Amla,60
10/03/2023,Ivy Gourd,22
10/03/2023,French Beans,42
10/03/2023,Snake Gourd,24
10/03/2023,Tomato,31
10/03/2023,Lemon,56
10/03/2023,Onion,17
10/03/2023,Green Chilli,46
10/03/2023,Spinach,11
10/03/2023,Coriander Leaves,7
10/03/2023,Capsicum,50
10/03/2023,Banana,8
10/03/2023,Bitter Gourd,28
10/04/2022,French Beans,26
10/04/2022,Spinach,13
10/04/2022,Coriander Leaves,7
10/04/2022,Green Chilli,41
10/04/2022,Mango Raw,58
10/04/2022,Ivy Gourd,30
10/04/2022,Capsicum,31
10/04/2022,Bitter Gourd,29
10/04/2022,Lemon,35
10/04/2022,Ladies Finger,18
10/04/2022,Banana,8
10/04/2022,Potato,22
10/04/2022,Onion,22
10/04/2022,Tomato,16
10/04/2022,Amla,50
10/04/2022,Snake Gourd,22
10/04/2023,Tomato,16
10/04/2023,Snake Gourd,24
10/04/2023,Ivy Gourd,25
10/04/2023,Ladies Finger,37
10/04/2023,Bitter Gourd,34
10/04/2023,Amla,70
10/04/2023,Lemon,60
10/04/2023,French Beans,42
10/04/2023,Mango Raw,37
10/04/2023,Potato,25
10/04/2023,Coriander Leaves,8
10/04/2023,Green Chilli,48
10/04/2023,Onion,18
10/04/2023,Capsicum,40
10/04/2023,Spinach,13
10/04/2023,Banana,11
10/05/2022,Banana,7
10/05/2022,Ladies Finger,20
10/05/2022,Capsicum,30
10/05/2022,Potato,25
10/05/2022,French Beans,37
10/05/2022,Coriander Leaves,7
10/05/2022,Bitter Gourd,24
10/05/2022,Ivy Gourd,25
10/05/2022,Green Chilli,39
10/05/2022,Tomato,46
10/05/2022,Lemon,120
10/05/2022,Mango Raw,27
10/05/2022,Onion,20
10/05/2022,Amla,60
10/05/2022,Spinach,12
10/05/2022,Snake Gourd,16
10/05/2023,Coriander Leaves,7
10/05/2023,Amla,60
10/05/2023,Snake Gourd,28
10/05/2023,Green Chilli,42
10/05/2023,Spinach,12
10/05/2023,Mango Raw,35
10/05/2023,Onion,18
10/05/2023,Tomato,14
10/05/2023,Ladies Finger,38
10/05/2023,Potato,27
10/05/2023,Banana,8
10/05/2023,Ivy Gourd,28
10/05/2023,French Beans,43
10/05/2023,Capsicum,48
10/05/2023,Bitter Gourd,26
10/05/2023,Lemon,54
10/06/2022,Lemon,65
10/06/2022,Capsicum,30
10/06/2022,Ivy Gourd,27
10/06/2022,Bitter Gourd,39
10/06/2022,Ladies Finger,35
10/06/2022,Tomato,51
10/06/2022,Potato,24
10/06/2022,French Beans,62
10/06/2022,Spinach,15
10/06/2022,Mango Raw,21
10/06/2022,Banana,6
10/06/2022,Amla,60
10/06/2022,Coriander Leaves,11
10/06/2022,Green Chilli,36
10/06/2022,Snake Gourd,24
10/06/2022,Onion,19
10/06/2023,Mango Raw,22
10/06/2023,French Beans,83
10/06/2023,Potato,29
10/06/2023,Capsicum,41
10/06/2023,Snake Gourd,24
10/06/2023,Bitter Gourd,27
10/06/2023,Onion,22
10/06/2023,Amla,60
10/06/2023,Lemon,59
10/06/2023,Coriander Leaves,8
10/06/2023,Ivy Gourd,24
10/06/2023,Banana,11
10/06/2023,Green Chilli,39
10/06/2023,Tomato,33
10/06/2023,Spinach,16
10/06/2023,Ladies Finger,37
10/07/2022,Bitter Gourd,37
10/07/2022,Coriander Leaves,9
10/07/2022,Snake Gourd,25
10/07/2022,French Beans,57
10/07/2022,Tomato,16
10/07/2022,Ladies Finger,31
10/07/2022,Mango Raw,38
10/07/2022,Capsicum,33
10/07/2022,Amla,50
10/07/2022,Spinach,10
10/07/2022,Green Chilli,32
10/07/2022,Onion,23
10/07/2022,Lemon,60
10/07/2022,Ivy Gourd,25
10/07/2022,Banana,7
10/07/2022,Potato,23
10/07/2023,Potato,30
10/07/2023,Amla,80
10/07/2023,Mango Raw,26
